"S.no","Transaction ID","Transaction date","Cheque No","Description","Withdrawal(Dr)","Deposit(Cr)","Available Balance","Page Number","Minus"
"1010","S8905346","21/08/2025","","NEFT-UTIBN62025082121749766-GOOGLEINDIADIGITAL S","","1250.00","31484.68","144","1"
"1011","S8905454","21/08/2025","","NEFT-UTIBN62025082121749773-GOOGLEINDIADIGITAL S","","440.00","31924.68","144","1"
"1012","S8975059","21/08/2025","","NEFT-UTIBN62025082122127513-GOOGLEINDIADIGITAL S","","360.00","32284.68","144","1"
"1013","S9000411","21/08/2025","","UPI/149167497289/Payment fromPh/9955869779@ybl/St","","3000.00","35284.68","145","1"
"1014","S9011206","21/08/2025","","UPI/106325141697/Payment fromPh/9955869779-2@yb/S","","1000.00","36284.68","145","1"
"1015","S9024693","21/08/2025","","MMT/IMPS/523314428912/paymenttowardsi/SUMITRAENT/B","30780.00","","5504.68","145","1"
"1016","S9028302","21/08/2025","","UPI/523325061569/PGWI012974777L/deut2001030000@/D","","60.00","5564.68","145","1"
"1017","S9065791","21/08/2025","","MMT/IMPS/523314695881/ReqPay/tirupatiau/State Bank","","7600.00","13164.68","145","1"
"1018","S9076053","21/08/2025","","NEFT-UTIBN62025082122649144-GOOGLEINDIADIGITAL S","","600.00","13764.68","145","1"
"1019","S9076267","21/08/2025","","NEFT-UTIBN62025082122654721-GOOGLEINDIADIGITAL S","","260.00","14024.68","145","1"
"1020","S9100772","21/08/2025","","NEFT-UTIBN62025082122758394-GOOGLEINDIADIGITAL S","","130.00","14154.68","145","1"
"1021","S9161950","21/08/2025","","NEFT-UTIBN62025082123077106-GOOGLEINDIADIGITAL S","","1050.00","15204.68","146","1"
"1022","S9167717","21/08/2025","","MMT/IMPS/523316757724/ReqPay/tirupatiau/State Bank","","7500.00","22704.68","146","1"
"1023","S9198608","21/08/2025","","NEFT-UTIBN62025082123192646-GOOGLEINDIADIGITAL S","","500.00","23204.68","146","1"
"1024","S9316849","21/08/2025","","NEFT-UTIBN62025082123904021-GOOGLEINDIADIGITAL S","","90.00","23294.68","146","1"
"1025","S9332674","21/08/2025","","NEFT-UTIBN62025082123988346-GOOGLEINDIADIGITAL S","","2500.00","25794.68","146","1"
"1026","S9344121","21/08/2025","","NEFT-UTIBN62025082124071708-GOOGLEINDIADIGITAL S","","675.00","26469.68","146","1"
"1027","S9345288","21/08/2025","","NEFT-UTIBN62025082124080944-GOOGLEINDIADIGITAL S","","210.00","26679.68","146","1"
"1028","S9795786","22/08/2025","","NEFT-UTIBN62025082231937748-GOOGLEINDIADIGITAL S","","2665.00","29344.68","147","1"
"1029","S9920415","22/08/2025","","INF/INFT/041347886131/advancepaymentt/TYRESALES1","26220.00","","3124.68","147","1"
"1030","S174340","22/08/2025","","NEFT-UTIBN62025082233947800-GOOGLEINDIADIGITAL S","","3000.00","6124.68","147","1"
"1031","S508317","23/08/2025","","NEFT-UTIBN62025082345036513-GOOGLEINDIADIGITAL S","","2000.00","8124.68","147","1"
"1032","S508426","23/08/2025","","NEFT-UTIBN62025082345036902-GOOGLEINDIADIGITAL S","","650.00","8774.68","147","1"
"1033","S647473","23/08/2025","","NEFT-UTIBN62025082345959512-GOOGLEINDIADIGITAL S","","1580.00","10354.68","147","1"
"1034","S778977","23/08/2025","","NEFT-UTIBN62025082346699101-GOOGLEINDIADIGITAL S","","2000.00","12354.68","147","1"
"1035","S1124763","24/08/2025","","NEFT-UTIBN62025082454941865-GOOGLEINDIADIGITAL S","","480.00","12834.68","148","1"
"1036","S1146495","24/08/2025","","NEFT-UTIBN62025082455035029-GOOGLEINDIADIGITAL S","","1150.00","13984.68","148","1"
"1037","S1146590","24/08/2025","","NEFT-UTIBN62025082455041167-GOOGLEINDIADIGITAL S","","180.00","14164.68","148","1"
"1038","S1146595","24/08/2025","","NEFT-UTIBN62025082455043407-GOOGLEINDIADIGITAL S","","1680.00","15844.68","148","1"
"1039","S1146687","24/08/2025","","NEFT-UTIBN62025082455051094-GOOGLEINDIADIGITAL S","","860.00","16704.68","148","1"
"1040","S1146972","24/08/2025","","NEFT-UTIBN62025082455060073-GOOGLEINDIADIGITAL S","","330.00","17034.68","148","1"
"1041","S1147168","24/08/2025","","NEFT-UTIBN62025082455069682-GOOGLEINDIADIGITAL S","","80.00","17114.68","148","1"
"1042","S1147551","24/08/2025","","NEFT-UTIBN62025082455105144-GOOGLEINDIADIGITAL S","","5600.00","22714.68","149","1"
"1043","S1147560","24/08/2025","","NEFT-UTIBN62025082455108330-GOOGLEINDIADIGITAL S","","300.00","23014.68","149","1"
"1044","S1195364","24/08/2025","","NEFT-UTIBN62025082455506516-GOOGLEINDIADIGITAL S","","1500.00","24514.68","149","1"
"1045","S1298333","24/08/2025","","NEFT-UTIBN62025082456270413-GOOGLEINDIADIGITAL S","","50.00","24564.68","149","1"
"1046","S1298828","24/08/2025","","NEFT-UTIBN62025082456312606-GOOGLEINDIADIGITAL S","","500.00","25064.68","149","1"
"1047","S1310953","24/08/2025","","NEFT-UTIBN62025082456421843-GOOGLEINDIADIGITAL S","","210.00","25274.68","149","1"
"1048","S1701360","25/08/2025","","NEFT-UTIBN62025082563987631-GOOGLEINDIADIGITAL S","","250.00","25524.68","149","1"
"1049","S1743077","25/08/2025","","NEFT-UTIBN62025082564214111-GOOGLEINDIADIGITAL S","","260.00","25784.68","150","1"
"1050","S1822581","25/08/2025","","NEFT-UTIBN62025082564620939-GOOGLEINDIADIGITAL S","","935.00","26719.68","150","1"
"1051","S1824457","25/08/2025","","NEFT-UTIBN62025082564638260-GOOGLEINDIADIGITAL S","","1500.00","28219.68","150","1"
"1052","S1852388","25/08/2025","","NEFT-UTIBN62025082564758127-GOOGLEINDIADIGITAL S","","2800.00","31019.68","150","1"
"1053","S1911217","25/08/2025","","CAODONLINEPROCESSING FEES","1300.00","","29719.68","150","1"
"1054","S1911217","25/08/2025","","SGST202508256321287232","117.00","","29602.68","150","1"
"1055","S1911217","25/08/2025","","CGST202508256321287236","117.00","","29485.68","150","1"
"1056","S1911392","25/08/2025","","Ac xfr fromgl 05051 to05066","29485.68","","0.00","150","1"
"1057","S1911392","25/08/2025","","Ac xfr fromgl 05051 to05066","","29485.68","29485.68","150","1"
"1058","S1949286","25/08/2025","","NEFT-UTIBN62025082565052330-GOOGLEINDIADIGITAL S","","200.00","29685.68","151","1"
"1059","S2132404","25/08/2025","","MMT/IMPS/523715595714/ReqPay/tirupatiau/State Bank","","20000.00","49685.68","151","1"
"1060","S2135193","25/08/2025","","MMT/IMPS/523715596407/ReqPay/tirupatiau/State Bank","","12000.00","61685.68","151","1"
"1061","S2155561","25/08/2025","","MMT/IMPS/523715651587/paymenttowardsi/GOELENTERP/I","27619.00","","34066.68","151","1"
"1062","S2210618","25/08/2025","","MMT/IMPS/523716758331/paymenttowardsi/VKENTERPRI/H","35000.00","","-933.32","151","1"
"1063","S2290434","25/08/2025","","INF/INFT/041374569751/paymenttowardsi/TYRESALES1","21074.00","","-22007.32","151","1"
"1064","S2316459","25/08/2025","","NEFT-UTIBN62025082566778961-GOOGLEINDIADIGITAL S","","1550.00","-20457.32","151","1"
"1065","S2320472","25/08/2025","","NEFT-UTIBN62025082566827259-GOOGLEINDIADIGITAL S","","220.00","-20237.32","151","1"
"1066","S2548599","26/08/2025","","MMT/IMPS/523801005371/IMPSP2A/CastrolIn/Standard","","45.00","-20192.32","152","1"
"1067","S2803890","26/08/2025","","NEFT-UTIBN62025082675265781-GOOGLEINDIADIGITAL S","","150.00","-20042.32","152","1"
"1068","S2844291","26/08/2025","","NEFT-UTIBN62025082675414604-GOOGLEINDIADIGITAL S","","150.00","-19892.32","152","1"
"1069","S2844253","26/08/2025","","NEFT-UTIBN62025082675415736-GOOGLEINDIADIGITAL S","","300.00","-19592.32","152","1"
"1070","S2848728","26/08/2025","","NEFT-UTIBN62025082675484483-GOOGLEINDIADIGITAL S","","700.00","-18892.32","152","1"
"1071","S2876410","26/08/2025","","NEFT-UTIBN62025082675547512-GOOGLEINDIADIGITAL S","","1460.00","-17432.32","152","1"
"1072","S2953162","26/08/2025","","NEFT-UTIBN62025082675925788-GOOGLEINDIADIGITAL S","","800.00","-16632.32","152","1"
"1073","S3084861","26/08/2025","","NEFT-UTIBN62025082676505342-GOOGLEINDIADIGITAL S","","1270.00","-15362.32","153","1"
"1074","S3106367","26/08/2025","","UPI/523825077093/PGWI013000117L/deut2001030000@/D","","120.00","-15242.32","153","1"
"1075","S3717255","27/08/2025","","NEFT-UTIBN62025082785719732-GOOGLEINDIADIGITAL S","","1500.00","-13742.32","153","1"
"1076","S3765553","27/08/2025","","NEFT-UTIBN62025082786060618-GOOGLEINDIADIGITAL S","","150.00","-13592.32","153","1"
"1077","S3766048","27/08/2025","","NEFT-UTIBN62025082786073842-GOOGLEINDIADIGITAL S","","250.00","-13342.32","153","1"
"1078","S3825167","27/08/2025","","NEFT-UTIBN62025082786408234-GOOGLEINDIADIGITAL S","","280.00","-13062.32","153","1"
"1079","S3893252","27/08/2025","","UPI/523925070064/PGWI013005077L/deut2001030000@/D","","300.00","-12762.32","153","1"
"1080","S3948091","27/08/2025","","NEFT-UTIBN62025082786651718-GOOGLEINDIADIGITAL S","","3000.00","-9762.32","154","1"
"1081","S4438654","28/08/2025","","MMT/IMPS/524008908311/ReqPay/tirupatiau/State Bank","","20000.00","10237.68","154","1"
"1082","S4535532","28/08/2025","","NEFT-UTIBN62025082895512739-GOOGLEINDIADIGITAL S","","1550.00","11787.68","154","1"
"1083","S4657484","28/08/2025","","NEFT-UTIBN62025082896068028-GOOGLEINDIADIGITAL S","","510.00","12297.68","154","1"
"1084","S4657957","28/08/2025","","NEFT-UTIBN62025082896076821-GOOGLEINDIADIGITAL S","","15.00","12312.68","154","1"
"1085","S4684100","28/08/2025","","NEFT-UTIBN62025082896203009-GOOGLEINDIADIGITAL S","","2000.00","14312.68","154","1"
"1086","S4684197","28/08/2025","","NEFT-UTIBN62025082896206228-GOOGLEINDIADIGITAL S","","1000.00","15312.68","154","1"
"1087","S4729232","28/08/2025","","INF/INFT/041400229811/paymenttowardsi/TYRESALES1","17783.00","","-2470.32","155","1"
"1088","S4947212","28/08/2025","","COMPPAIDUTIBN62025082786651718","","0.62","-2469.70","155","1"
"1089","S5893389","29/08/2025","","NEFT-UTIBN62025082906854611-GOOGLEINDIADIGITAL S","","220.00","-2249.70","155","1"
"1090","S5964213","29/08/2025","","UPI/524125065888/PGWI013014384L/deut2001030000@/D","","60.00","-2189.70","155","1"
"1091","S6020267","29/08/2025","","NEFT-UTIBN62025082907402550-GOOGLEINDIADIGITAL S","","2000.00","-189.70","155","1"
"1092","S6063256","29/08/2025","","NEFT-UTIBN62025082907564982-GOOGLEINDIADIGITAL S","","150.00","-39.70","155","1"
"1093","S6068571","29/08/2025","","NEFT-UTIBN62025082907600989-GOOGLEINDIADIGITAL S","","35.00","-4.70","155","1"
"1094","S6143421","29/08/2025","","NEFT-UTIBN62025082907816068-GOOGLEINDIADIGITAL S","","1500.00","1495.30","156","1"
"1095","S6242629","29/08/2025","","NEFT-UTIBN62025082908267024-GOOGLEINDIADIGITAL S","","3000.00","4495.30","156","1"
"1096","S6831342","30/08/2025","","NEFT-UTIBN62025083016913634-GOOGLEINDIADIGITAL S","","65.00","4560.30","156","1"
"1097","S6962091","30/08/2025","","MMT/IMPS/524212841081/paymenttowardsi/VKENTERPRI/H","38972.00","","-34411.70","156","1"
"1098","S6968479","30/08/2025","","MMT/IMPS/524212850798/paymenttowardsi/KRISHNAAUT/S","31630.00","","-66041.70","156","1"
"1099","S7026677","30/08/2025","","NEFT-UTIBN62025083017759342-GOOGLEINDIADIGITAL S","","270.00","-65771.70","156","1"
"1100","S7067315","30/08/2025","","NEFT-UTIBN62025083018150302-GOOGLEINDIADIGITAL S","","1480.00","-64291.70","156","1"
"1101","S7115961","30/08/2025","","INF/INFT/041423596141/paymenttowardsi/SOMNATHENTER","25487.00","","-89778.70","157","1"
"1102","S7219982","30/08/2025","","NEFT-UTIBN62025083018774961-GOOGLEINDIADIGITAL S","","1455.00","-88323.70","157","1"
"1103","S7254961","30/08/2025","","NEFT-UTIBN62025083018994867-GOOGLEINDIADIGITAL S","","240.00","-88083.70","157","1"
"1104","S7413768","30/08/2025","","NEFT-UTIBN62025083019954817-GOOGLEINDIADIGITAL S","","2000.00","-86083.70","157","1"
"1105","S7635753","31/08/2025","","MMT/IMPS/524307633509/ReqPay/tirupatiau/State Bank","","15000.00","-71083.70","157","1"
"1106","S7728566","31/08/2025","","NEFT-UTIBN62025083127659111-GOOGLEINDIADIGITAL S","","238.00","-70845.70","157","1"
"1107","S7760284","31/08/2025","","NEFT-UTIBN62025083127869944-GOOGLEINDIADIGITAL S","","65.00","-70780.70","157","1"
"1108","S7806349","31/08/2025","","NEFT-UTIBN62025083128197423-GOOGLEINDIADIGITAL S","","246.00","-70534.70","158","1"
"1109","S7803638","31/08/2025","","UPI/524325023905/PGWI013023168L/deut2001030000@/D","","140.00","-70394.70","158","1"
"1110","S7835682","31/08/2025","","NEFT-UTIBN62025083128382353-GOOGLEINDIADIGITAL S","","90.00","-70304.70","158","1"
"1111","S7862588","31/08/2025","","NEFT-UTIBN62025083128523295-GOOGLEINDIADIGITAL S","","82.00","-70222.70","158","1"
"1112","S7930171","31/08/2025","","NEFT-UTIBN62025083128923037-GOOGLEINDIADIGITAL S","","1710.00","-68512.70","158","1"
"1113","S7945652","31/08/2025","","NEFT-UTIBN62025083129078246-GOOGLEINDIADIGITAL S","","950.00","-67562.70","158","1"
"1114","S8483501","01/09/2025","","NEFT-UTIBN62025090137610186-GOOGLEINDIADIGITAL S","","4000.00","-63562.70","158","1"
"1115","S8564932","01/09/2025","","NEFT-UTIBN62025090137981244-GOOGLEINDIADIGITAL S","","350.00","-63212.70","159","1"
"1116","S8669331","01/09/2025","","UPI/524425071335/PGWI013027870L/deut2001030000@/D","","60.00","-63152.70","159","1"
"1117","S8723754","01/09/2025","","NEFT-UTIBN62025090138670978-GOOGLEINDIADIGITAL S","","1775.00","-61377.70","159","1"
"1118","S8915583","01/09/2025","","MMT/IMPS/524415869919/paymenttowardsi/GOELENTERP/I","20000.00","","-81377.70","159","1"
"1119","S8916450","01/09/2025","","MMT/IMPS/524416871691/paymenttowardsi/KRISHNAAUT/S","20000.00","","-101377.70","159","1"
"1120","S8919941","01/09/2025","","NEFT-UTIBN62025090139735572-GOOGLEINDIADIGITAL S","","2675.00","-98702.70","159","1"
"1121","S8920526","01/09/2025","","NEFT-UTIBN62025090139742009-GOOGLEINDIADIGITAL S","","350.00","-98352.70","159","1"
"1122","S9005108","01/09/2025","","NEFT-UTIBN62025090140128037-GOOGLEINDIADIGITAL S","","950.00","-97402.70","160","1"
"1123","S9027856","01/09/2025","","MMT/IMPS/524417623129/ReqPay/tirupatiau/State Bank","","10000.00","-87402.70","160","1"
"1124","S9086530","01/09/2025","","NEFT-UTIBN62025090140700771-GOOGLEINDIADIGITAL S","","500.00","-86902.70","160","1"
"1125","S9535545","02/09/2025","","133705004214:Int.Coll:02-08-2025to 01-09-2025","110.00","","-87012.70","160","1"
"1126","S9779047","02/09/2025","","NEFT-UTIBN62025090248880479-GOOGLEINDIADIGITAL S","","750.00","-86262.70","160","1"
"1127","S9850656","02/09/2025","","NEFT-UTIBN62025090249184258-GOOGLEINDIADIGITAL S","","200.00","-86062.70","160","1"
"1128","S9891789","02/09/2025","","NEFT-UTIBN62025090249368445-GOOGLEINDIADIGITAL S","","25.00","-86037.70","160","1"
"1129","S156675","02/09/2025","","NEFT-UTIBN62025090250721915-GOOGLEINDIADIGITAL S","","75.00","-85962.70","161","1"
"1130","S307196","02/09/2025","","UPI/524530897088/none/maklubes@icici/ICICIBank LT","","30.00","-85932.70","161","1"
"1131","S357023","02/09/2025","","NEFT-UTIBN62025090251715921-GOOGLEINDIADIGITAL S","","800.00","-85132.70","161","1"
"1132","S967635","03/09/2025","","NEFT-UTIBN62025090359663266-GOOGLEINDIADIGITAL S","","800.00","-84332.70","161","1"
"1133","S1043767","03/09/2025","","NEFT-UTIBN62025090359957951-GOOGLEINDIADIGITAL S","","1160.00","-83172.70","161","1"
"1134","S1266551","03/09/2025","","NEFT-UTIBN62025090361176275-GOOGLEINDIADIGITAL S","","1775.00","-81397.70","161","1"
"1135","S1494425","03/09/2025","","NEFT-UTIBN62025090362424217-GOOGLEINDIADIGITAL S","","850.00","-80547.70","161","1"
"1136","S1541822","03/09/2025","","NEFT-UTIBN62025090362775939-GOOGLEINDIADIGITAL S","","1373.00","-79174.70","162","1"
"1137","S1998696","04/09/2025","","NEFT-UTIBN62025090470526855-GOOGLEINDIADIGITAL S","","7000.00","-72174.70","162","1"
"1138","S2134110","04/09/2025","","NEFT-UTIBN62025090471109579-GOOGLEINDIADIGITAL S","","800.00","-71374.70","162","1"
"1139","S2464982","04/09/2025","","NEFT-UTIBN62025090472823778-GOOGLEINDIADIGITAL S","","2000.00","-69374.70","162","1"
"1140","S2507914","04/09/2025","","NEFT-UTIBN62025090473143863-GOOGLEINDIADIGITAL S","","3800.00","-65574.70","162","1"
"1141","S2481886","04/09/2025","","UPI/524725103712/PGWI013047230L/deut2001030000@/D","","120.00","-65454.70","162","1"
"1142","S2528157","04/09/2025","","NEFT-UTIBN62025090473245670-GOOGLEINDIADIGITAL S","","320.00","-65134.70","162","1"
"1143","S2528293","04/09/2025","","NEFT-UTIBN62025090473246616-GOOGLEINDIADIGITAL S","","1550.00","-63584.70","163","1"
"1144","S2532254","04/09/2025","","NEFT-UTIBN62025090473308889-GOOGLEINDIADIGITAL S","","100.00","-63484.70","163","1"
"1145","S2532845","04/09/2025","","NEFT-UTIBN62025090473314495-GOOGLEINDIADIGITAL S","","25.00","-63459.70","163","1"
"1146","S2572985","04/09/2025","","NEFT-UTIBN62025090473598055-GOOGLEINDIADIGITAL S","","30.00","-63429.70","163","1"
"1147","S2647286","04/09/2025","","NEFT-UTIBN62025090474114928-GOOGLEINDIADIGITAL S","","400.00","-63029.70","163","1"
"1148","S3123991","05/09/2025","","BIL/PersonalLoanXX05537EMI Tiru","11019.00","","-74048.70","163","1"
"1149","S3228194","05/09/2025","","NEFT-UTIBN62025090581475122-GOOGLEINDIADIGITAL S","","2985.00","-71063.70","163","1"
"1150","S3420763","05/09/2025","","NEFT-UTIBN62025090581700243-GOOGLEINDIADIGITAL S","","120.00","-70943.70","164","1"
"1151","S3581137","05/09/2025","","NEFT-UTIBN62025090582275135-GOOGLEINDIADIGITAL S","","375.00","-70568.70","164","1"
"1152","S3585703","05/09/2025","","NEFT-UTIBN62025090582339738-GOOGLEINDIADIGITAL S","","30.00","-70538.70","164","1"
"1153","S3633258","05/09/2025","","NEFT-UTIBN62025090582697721-GOOGLEINDIADIGITAL S","","875.00","-69663.70","164","1"
"1154","S3643204","05/09/2025","","INF/INFT/041493166591/paymenttowardsi/TYRESALES1","24312.00","","-93975.70","164","1"
"1155","S3758197","05/09/2025","","NEFT-UTIBN62025090583301250-GOOGLEINDIADIGITAL S","","3000.00","-90975.70","164","1"
"1156","S3822615","05/09/2025","","NEFT-UTIBN62025090583547805-GOOGLEINDIADIGITAL S","","1800.00","-89175.70","164","1"
"1157","S3850159","05/09/2025","","NEFT-UTIBN62025090583677883-GOOGLEINDIADIGITAL S","","170.00","-89005.70","165","1"
"1158","S3858950","05/09/2025","","NEFT-UTIBN62025090583812066-GOOGLEINDIADIGITAL S","","3000.00","-86005.70","165","1"
"1159","S4431127","06/09/2025","","NEFT-UTIBN62025090692365948-GOOGLEINDIADIGITAL S","","950.00","-85055.70","165","1"
"1160","S4590772","06/09/2025","","NEFT-UTIBN62025090693309176-GOOGLEINDIADIGITAL S","","950.00","-84105.70","165","1"
"1161","S4652526","06/09/2025","","NEFT-UTIBN62025090693641328-GOOGLEINDIADIGITAL S","","240.00","-83865.70","165","1"
"1162","S4680720","06/09/2025","","NEFT-UTIBN62025090693817393-GOOGLEINDIADIGITAL S","","124.00","-83741.70","165","1"
"1163","S4690780","06/09/2025","","MMT/IMPS/524916805610/ReqPay/tirupatiau/State Bank","","21000.00","-62741.70","165","1"
"1164","S4691567","06/09/2025","","MMT/IMPS/524916806135/ReqPay/tirupatiau/State Bank","","14003.00","-48738.70","166","1"
"1165","S4692532","06/09/2025","","MMT/IMPS/524916241437/paymenttowardsi/RATNAENTER/H","50000.00","","-98738.70","166","1"
"1166","S4718288","06/09/2025","","NEFT-UTIBN62025090694109367-GOOGLEINDIADIGITAL S","","425.00","-98313.70","166","1"
"1167","S4746899","06/09/2025","","NEFT-UTIBN62025090694189183-GOOGLEINDIADIGITAL S","","2000.00","-96313.70","166","1"
"1168","S4844704","06/09/2025","","NEFT-UTIBN62025090694970391-GOOGLEINDIADIGITAL S","","1475.00","-94838.70","166","1"
"1169","S5362290","07/09/2025","","NEFT-UTIBN62025090703477351-GOOGLEINDIADIGITAL S","","1660.00","-93178.70","166","1"
"1170","S5403890","07/09/2025","","NEFT-UTIBN62025090703693345-GOOGLEINDIADIGITAL S","","1375.00","-91803.70","166","1"
"1171","S6048418","08/09/2025","","NEFT-UTIBN62025090812549304-GOOGLEINDIADIGITAL S","","5500.00","-86303.70","167","1"
"1172","S6050707","08/09/2025","","NEFT-UTIBN62025090812589903-GOOGLEINDIADIGITAL S","","120.00","-86183.70","167","1"
"1173","S6053785","08/09/2025","","NEFT-UTIBN62025090812674461-GOOGLEINDIADIGITAL S","","280.00","-85903.70","167","1"
"1174","S6053894","08/09/2025","","NEFT-UTIBN62025090812675919-GOOGLEINDIADIGITAL S","","750.00","-85153.70","167","1"
"1175","S6073991","08/09/2025","","MMT/IMPS/525112700833/paymenttowardsi/CHAMPARANT/H","34435.00","","-119588.70","167","1"
"1176","S6344125","08/09/2025","","NEFT-UTIBN62025090813979123-GOOGLEINDIADIGITAL S","","2205.00","-117383.70","167","1"
"1177","S6353803","08/09/2025","","NEFT-UTIBN62025090814078225-GOOGLEINDIADIGITAL S","","525.00","-116858.70","167","1"
"1178","S6370124","08/09/2025","","MMT/IMPS/525117869578/ReqPay/tirupatiau/State Bank","","8600.00","-108258.70","168","1"
"1179","S6378409","08/09/2025","","NEFT-UTIBN62025090814244043-GOOGLEINDIADIGITAL S","","1200.00","-107058.70","168","1"
"1180","S6950135","09/09/2025","","INF/INFT/041539947911/paymentstowards/TYRECENTRE2","14000.00","","-121058.70","168","1"
"1181","S7078276","09/09/2025","","NEFT-UTIBN62025090923687437-GOOGLEINDIADIGITAL S","","2000.00","-119058.70","168","1"
"1182","S7078663","09/09/2025","","NEFT-UTIBN62025090923690201-GOOGLEINDIADIGITAL S","","2000.00","-117058.70","168","1"
"1183","S7078917","09/09/2025","","NEFT-UTIBN62025090923694385-GOOGLEINDIADIGITAL S","","500.00","-116558.70","168","1"
"1184","S7089774","09/09/2025","","NEFT-UTIBN62025090923738658-GOOGLEINDIADIGITAL S","","475.00","-116083.70","168","1"
"1185","S7136255","09/09/2025","","NEFT-UTIBN62025090923874872-GOOGLEINDIADIGITAL S","","90.00","-115993.70","169","1"
"1186","S7505587","09/09/2025","","NEFT-UTIBN62025090925690010-GOOGLEINDIADIGITAL S","","2000.00","-113993.70","169","1"
"1187","S8420038","10/09/2025","","NEFT-UTIBN62025091035189009-GOOGLEINDIADIGITAL S","","200.00","-113793.70","169","1"
"1188","S8649323","10/09/2025","","NEFT-UTIBN62025091036396015-GOOGLEINDIADIGITAL S","","3025.00","-110768.70","169","1"
"1189","S8713537","10/09/2025","","NEFT-UTIBN62025091036788181-GOOGLEINDIADIGITAL S","","10.00","-110758.70","169","1"
"1190","S8934263","10/09/2025","","NEFT-UTIBN62025091038175855-GOOGLEINDIADIGITAL S","","1750.00","-109008.70","169","1"
"1191","S8934263","10/09/2025","","NEFT-UTIBN62025091038178821-GOOGLEINDIADIGITAL S","","500.00","-108508.70","169","1"
"1192","S9474663","11/09/2025","","NEFT-UTIBN62025091146955896-GOOGLEINDIADIGITAL S","","50.00","-108458.70","170","1"
"1193","S9579844","11/09/2025","","NEFT-UTIBN62025091147521170-GOOGLEINDIADIGITAL S","","40.00","-108418.70","170","1"
"1194","S9667152","11/09/2025","","NEFT-UTIBN62025091148087998-GOOGLEINDIADIGITAL S","","1060.00","-107358.70","170","1"
"1195","S9667179","11/09/2025","","NEFT-UTIBN62025091148092812-GOOGLEINDIADIGITAL S","","20.00","-107338.70","170","1"
"1196","S9941780","11/09/2025","","NEFT-UTIBN62025091149643056-GOOGLEINDIADIGITAL S","","1000.00","-106338.70","170","1"
"1197","S440552","12/09/2025","","NEFT-UTIBN62025091257831393-GOOGLEINDIADIGITAL S","","290.00","-106048.70","170","1"
"1198","S451906","12/09/2025","","UPI/GULFOILL/msgulf@sc/WS-1757651/StandardC/525","","210.00","-105838.70","170","1"
"1199","S732612","12/09/2025","","NEFT-UTIBN62025091259236025-GOOGLEINDIADIGITAL S","","190.00","-105648.70","171","1"
"1200","S736239","12/09/2025","","NEFT-UTIBN62025091259411800-GOOGLEINDIADIGITAL S","","300.00","-105348.70","171","1"
"1201","S769383","12/09/2025","","NEFT-UTIBN62025091259887335-GOOGLEINDIADIGITAL S","","2000.00","-103348.70","171","1"
"1202","S769663","12/09/2025","","NEFT-UTIBN62025091259892293-GOOGLEINDIADIGITAL S","","175.00","-103173.70","171","1"
"1203","S823276","12/09/2025","","NEFT-UTIBN62025091260201648-GOOGLEINDIADIGITAL S","","1500.00","-101673.70","171","1"
"1204","S902882","12/09/2025","","NEFT-UTIBN62025091260686538-GOOGLEINDIADIGITAL S","","6610.00","-95063.70","171","1"
"1205","S933484","12/09/2025","","NEFT-UTIBN62025091260859517-GOOGLEINDIADIGITAL S","","1450.00","-93613.70","171","1"
"1206","S1474319","13/09/2025","","NEFT-UTIBN62025091373481870-GOOGLEINDIADIGITAL S","","725.00","-92888.70","172","1"
"1207","S1527816","13/09/2025","","NEFT-UTIBN62025091373829493-GOOGLEINDIADIGITAL S","","280.00","-92608.70","172","1"
"1208","S1567212","13/09/2025","","NEFT-UTIBN62025091374039562-GOOGLEINDIADIGITAL S","","1520.00","-91088.70","172","1"
"1209","S1600430","13/09/2025","","MMT/IMPS/525616655643/ReqPay/tirupatiau/State Bank","","35400.00","-55688.70","172","1"
"1210","S2155442","14/09/2025","","NEFT-UTIBN62025091484472359-GOOGLEINDIADIGITAL S","","116.00","-55572.70","172","1"
"1211","S2155446","14/09/2025","","NEFT-UTIBN62025091484471313-GOOGLEINDIADIGITAL S","","1484.00","-54088.70","172","1"
"1212","S2187582","14/09/2025","","MMT/IMPS/525717390118/d789SXSGDtMB7ON7/SAVITAOIL","","160.00","-53928.70","172","1"
"1213","S2242240","14/09/2025","","NEFT-UTIBN62025091485286506-GOOGLEINDIADIGITAL S","","3750.00","-50178.70","173","1"
"1214","S2666179","15/09/2025","","NEFT-UTIBN62025091592623347-GOOGLEINDIADIGITAL S","","1670.00","-48508.70","173","1"
"1215","S2669988","15/09/2025","","MMT/IMPS/525809298385/paymenttowardsi/RATNAENTER/H","40000.00","","-88508.70","173","1"
"1216","S2672329","15/09/2025","","MMT/IMPS/525809306220/paymenttowardsi/SANGAMMOTO/S","26380.00","","-114888.70","173","1"
"1217","S2672618","15/09/2025","","MMT/IMPS/525809307623/paymenttowardsi/SANGAMMOTO/S","6570.00","","-121458.70","173","1"
"1218","S2781973","15/09/2025","","NEFT-UTIBN62025091593111337-GOOGLEINDIADIGITAL S","","200.00","-121258.70","173","1"
"1219","S2821611","15/09/2025","","NEFT-UTIBN62025091593308924-GOOGLEINDIADIGITAL S","","200.00","-121058.70","173","1"
"1220","S2930643","15/09/2025","","UPI/525825073160/PGWI013102201L/deut2001030000@/D","","180.00","-120878.70","174","1"
