"Sr No","Tran ID","Value Date","Transaction Date","Transaction Posted Date","Cheque no/ Ref No","Transaction Remarks","Withdrawl(Dr)","Deposit(Cr)","Balance","Page Number","Minus"
"318","S7209 9013","16/Jun/2025","16/06/2025","16/06/2025 07:40:41 PM","","VEHICLE LN_INT OVERDUE_XX48390","200.00","","1,851.15","11","1"
"319","S7209 9013","16/Jun/2025","16/06/2025","16/06/2025 07:40:41 PM","","VEHICLE LN_INT OVERDUE_XX48393","200.00","","1,651.15","11","1"
"320","S7209 9013","16/Jun/2025","16/06/2025","16/06/2025 07:40:41 PM","","VEHICLE LN_INT OVERDUE_XX48397","200.00","","1,451.15","11","1"
"321","S3682 9691","24/Jun/2025","24/06/2025","24/06/2025 04:57:55 PM","","LVCHEXX53129- BOUNCECHGSJUN2 5GST","59.00","","1,392.15","11","1"
"322","S3684 5355","24/Jun/2025","24/06/2025","24/06/2025 05:00:33 PM","","LVCHEXX65178- BOUNCECHGSJUN2 5GST","59.00","","1,333.15","11","1"
"323","S3684 6047","24/Jun/2025","24/06/2025","24/06/2025 05:00:34 PM","","LVCHEXX65177- BOUNCECHGSJUN2 5GST","59.00","","1,274.15","11","1"
"324","S3684 6080","24/Jun/2025","24/06/2025","24/06/2025 05:00:35 PM","","LVCHEXX65176- BOUNCECHGSJUN2 5GST","59.00","","1,215.15","11","1"
"325","S3685 0000","24/Jun/2025","24/06/2025","24/06/2025 05:00:58 PM","","LVCHEXX53131- BOUNCECHGSJUN2 5GST","59.00","","1,156.15","11","1"
"326","S3685 0233","24/Jun/2025","24/06/2025","24/06/2025 05:01:03 PM","","LVCHEXX53130- BOUNCECHGSJUN2 5GST","59.00","","1,097.15","11","1"
"327","S3685 2405","24/Jun/2025","24/06/2025","24/06/2025 05:01:11 PM","","LVCHEXX53132- BOUNCECHGSJUN2 5GST","59.00","","1,038.15","11","1"
"328","S3685 3128","24/Jun/2025","24/06/2025","24/06/2025 05:01:16 PM","","LVCHEXX53133- BOUNCECHGSJUN2 5GST","59.00","","979.15","11","1"
"329","S3685 6466","24/Jun/2025","24/06/2025","24/06/2025 05:01:17 PM","","LVCHEXX53134- BOUNCECHGSJUN2 5GST","59.00","","920.15","11","1"
"330","S4674 3322","25/Jun/2025","25/06/2025","25/06/2025 06:35:15 PM","","VEHICLE LN_INT OVERDUE_XX65176","74.00","","846.15","12","1"
"331","S4674 3322","25/Jun/2025","25/06/2025","25/06/2025 06:35:15 PM","","VEHICLE LN_INT OVERDUE_XX65177","74.00","","772.15","12","1"
"332","S4674 3322","25/Jun/2025","25/06/2025","25/06/2025 06:35:15 PM","","VEHICLE LN_INT OVERDUE_XX65178","74.00","","698.15","12","1"
"333","S4674 3322","25/Jun/2025","25/06/2025","25/06/2025 06:35:16 PM","","VEHICLE LN_INT OVERDUE_XX53129","80.00","","618.15","12","1"
"334","S4674 3322","25/Jun/2025","25/06/2025","25/06/2025 06:35:16 PM","","VEHICLE LN_INT OVERDUE_XX53130","80.00","","538.15","12","1"
"335","S4674 3322","25/Jun/2025","25/06/2025","25/06/2025 06:35:16 PM","","VEHICLE LN_INT OVERDUE_XX53131","80.00","","458.15","12","1"
"336","S4674 3322","25/Jun/2025","25/06/2025","25/06/2025 06:35:16 PM","","VEHICLE LN_INT OVERDUE_XX53132","80.00","","378.15","12","1"
"337","S4674 3322","25/Jun/2025","25/06/2025","25/06/2025 06:35:16 PM","","VEHICLE LN_INT OVERDUE_XX53133","80.00","","298.15","12","1"
"338","S4674 3322","25/Jun/2025","25/06/2025","25/06/2025 06:35:16 PM","","VEHICLE LN_INT OVERDUE_XX53134","80.00","","218.15","12","1"
"339","S9121 7387","30/Jun/2025","30/06/2025","30/06/2025 06:21:31 PM","","NEFT- UTIBN62025063061 798727-VIJAY TRANSCAB INDIA P LTD-0037912- 912020023300770- UTIB0001182","","19,02,269 .00","19,02,487 .15","12","1"
"340","S9155 8705","30/Jun/2025","30/06/2025","30/06/2025 06:42:15 PM","","GIB/002044960222/ GST /25063300705688","18,82,728 .00","","19,759.15","12","1"
"341","S5127 699","01/Jul/2025","01/07/2025","01/07/2025 04:50:49 PM","","GIB/002044990890/ EPFO /4172506010713","15,938.00","","3,821.15","12","1"
"342","S5145 836","01/Jul/2025","01/07/2025","01/07/2025 04:52:39 PM","","GIB/002044991006/ ESIC /05125124064914","3,603.00","","218.15","12","1"
"343","S7287 6129","07/Jul/2025","07/07/2025","07/07/2025 04:08:50 PM","","NEFT- UTIBN62025070742 570116-VIJAY TRANSCAB INDIA P LTD-0038004- 912020023300770- UTIB0001182","","1,00,000. 00","1,00,218. 15","12","1"
"344","S7334 0142","07/Jul/2025","07/07/2025","07/07/2025 04:39:51 PM","","BIL/ONL/001041161 614/ELECTRONIC","80,000.00","","20,218.15","12","1"
"345","S9295 9915","09/Jul/2025","09/07/2025","09/07/2025 02:06:59 PM","","ECSRTN1_08072500 00000016681010","590.00","","19,628.15","12","1"
"346","S9344 3491","09/Jul/2025","09/07/2025","09/07/2025 03:01:56 PM","","ECSRTN2_08072500 00000016681010","590.00","","19,038.15","12","1"
"347","S9387 3746","09/Jul/2025","09/07/2025","09/07/2025 03:45:06 PM","","ECSRTN3_08072500 00000016681010","590.00","","18,448.15","12","1"
"348","S3638 8842","14/Jul/2025","14/07/2025","14/07/2025 11:44:27 AM","","BIL/ONL/001045036 108/TAMIL NADU","4,882.67","","13,565.48","12","1"
"349","S3854 1878","14/Jul/2025","14/07/2025","14/07/2025 03:22:13 PM","","BIL/ONL/001045133 221/LEI REGIST","6,655.20","","6,910.28","12","1"
"350","S6864 9400","17/Jul/2025","17/07/2025","17/07/2025 04:20:11 PM","","LVCHEXX48375- BOUNCECHGSJUL25 GST","59.00","","6,851.28","12","1"
"351","S6865 0352","17/Jul/2025","17/07/2025","17/07/2025 04:20:13 PM","","LVCHEXX48372- BOUNCECHGSJUL25 GST","59.00","","6,792.28","12","1"
"352","S6865 0993","17/Jul/2025","17/07/2025","17/07/2025 04:20:15 PM","","LVCHEXX48369- BOUNCECHGSJUL25 GST","59.00","","6,733.28","12","1"
"353","S6865 1486","17/Jul/2025","17/07/2025","17/07/2025 04:20:17 PM","","LVCHEXX48367- BOUNCECHGSJUL25 GST","59.00","","6,674.28","12","1"
"354","S6864 9891","17/Jul/2025","17/07/2025","17/07/2025 04:20:18 PM","","LVCHEXX48362- BOUNCECHGSJUL25 GST","59.00","","6,615.28","12","1"
"355","S6865 1168","17/Jul/2025","17/07/2025","17/07/2025 04:20:20 PM","","LVCHEXX48361- BOUNCECHGSJUL25 GST","59.00","","6,556.28","12","1"
"356","S6865 0855","17/Jul/2025","17/07/2025","17/07/2025 04:20:21 PM","","LVCHEXX48358- BOUNCECHGSJUL25 GST","59.00","","6,497.28","12","1"
"357","S6865 1729","17/Jul/2025","17/07/2025","17/07/2025 04:20:23 PM","","LVCHEXX48357- BOUNCECHGSJUL25 GST","59.00","","6,438.28","12","1"
"358","S6865 2449","17/Jul/2025","17/07/2025","17/07/2025 04:20:25 PM","","LVCHEXX48356- BOUNCECHGSJUL25 GST","59.00","","6,379.28","12","1"
"359","S6865 2486","17/Jul/2025","17/07/2025","17/07/2025 04:20:26 PM","","LVCHEXX48354- BOUNCECHGSJUL25 GST","59.00","","6,320.28","12","1"
"360","S6865 1406","17/Jul/2025","17/07/2025","17/07/2025 04:20:28 PM","","LVCHEXX48352- BOUNCECHGSJUL25 GST","59.00","","6,261.28","12","1"
"361","S6865 3485","17/Jul/2025","17/07/2025","17/07/2025 04:20:31 PM","","LVCHEXX48351- BOUNCECHGSJUL25 GST","59.00","","6,202.28","12","1"
"362","S6866 0047","17/Jul/2025","17/07/2025","17/07/2025 04:21:32 PM","","LVCHEXX48403- BOUNCECHGSJUL25 GST","59.00","","6,143.28","13","1"
"363","S6866 0374","17/Jul/2025","17/07/2025","17/07/2025 04:21:41 PM","","LVCHEXX48400- BOUNCECHGSJUL25 GST","59.00","","6,084.28","13","1"
"364","S6866 0749","17/Jul/2025","17/07/2025","17/07/2025 04:21:45 PM","","LVCHEXX48397- BOUNCECHGSJUL25 GST","59.00","","6,025.28","13","1"
"365","S6866 1581","17/Jul/2025","17/07/2025","17/07/2025 04:21:46 PM","","LVCHEXX48393- BOUNCECHGSJUL25 GST","59.00","","5,966.28","13","1"
"366","S6866 1664","17/Jul/2025","17/07/2025","17/07/2025 04:21:49 PM","","LVCHEXX48390- BOUNCECHGSJUL25 GST","59.00","","5,907.28","13","1"
"367","S6866 1693","17/Jul/2025","17/07/2025","17/07/2025 04:21:50 PM","","LVCHEXX48386- BOUNCECHGSJUL25 GST","59.00","","5,848.28","13","1"
"368","S6866 0902","17/Jul/2025","17/07/2025","17/07/2025 04:21:51 PM","","LVCHEXX48382- BOUNCECHGSJUL25 GST","59.00","","5,789.28","13","1"
"369","S6866 1750","17/Jul/2025","17/07/2025","17/07/2025 04:21:52 PM","","LVCHEXX48380- BOUNCECHGSJUL25 GST","59.00","","5,730.28","13","1"
"370","S1755 2592","23/Jul/2025","23/07/2025","23/07/2025 06:56:16 PM","","VEHICLE LN_INT OVERDUE_XX65178","75.00","","5,655.28","13","1"
"371","S2445 7980","24/Jul/2025","24/07/2025","24/07/2025 04:33:44 PM","","LVCHEXX53131- BOUNCECHGSJUL25 GST","59.00","","5,596.28","13","1"
"372","S2445 8074","24/Jul/2025","24/07/2025","24/07/2025 04:33:45 PM","","LVCHEXX53132- BOUNCECHGSJUL25 GST","59.00","","5,537.28","13","1"
"373","S2445 8138","24/Jul/2025","24/07/2025","24/07/2025 04:33:46 PM","","LVCHEXX53133- BOUNCECHGSJUL25 GST","59.00","","5,478.28","13","1"
"374","S2445 8251","24/Jul/2025","24/07/2025","24/07/2025 04:33:47 PM","","LVCHEXX53134- BOUNCECHGSJUL25 GST","59.00","","5,419.28","13","1"
"375","S2446 4405","24/Jul/2025","24/07/2025","24/07/2025 04:34:08 PM","","LVCHEXX65176- BOUNCECHGSJUL25 GST","59.00","","5,360.28","13","1"
"376","S2446 4773","24/Jul/2025","24/07/2025","24/07/2025 04:34:12 PM","","LVCHEXX65177- BOUNCECHGSJUL25 GST","59.00","","5,301.28","13","1"
"377","S2446 7262","24/Jul/2025","24/07/2025","24/07/2025 04:34:14 PM","","LVCHEXX65178- BOUNCECHGSJUL25 GST","59.00","","5,242.28","13","1"
"378","S2447 7318","24/Jul/2025","24/07/2025","24/07/2025 04:34:47 PM","","LVCHEXX53129- BOUNCECHGSJUL25 GST","59.00","","5,183.28","13","1"
"379","S2447 8198","24/Jul/2025","24/07/2025","24/07/2025 04:34:49 PM","","LVCHEXX53130- BOUNCECHGSJUL25 GST","59.00","","5,124.28","13","1"
"380","S7162 3457","30/Jul/2025","30/07/2025","30/07/2025 12:36:18 PM","","NEFT- UTIBN62025073091 043943-VIJAY TRANSCAB INDIA P LTD-0038172- 912020023300770- UTIB0001182","","19,40,000 .00","19,45,124 .28","13","1"
"381","S7211 6040","30/Jul/2025","30/07/2025","30/07/2025 01:02:18 PM","","GIB/002046818470/ GST /25073300795029","19,39,388 .00","","5,736.28","13","1"
"382","S8534 1303","31/Jul/2025","31/07/2025","31/07/2025 02:28:13 PM","","ACH/YES BANK RETAIL ASSE/ICIC00000000 16681010/CVL0005 01865213_3525212 1660428","944.00","","4,792.28","13","1"
"383","S8534 1731","31/Jul/2025","31/07/2025","31/07/2025 02:28:13 PM","","ACH/YES BANK RETAIL ASSE/ICIC00000000 16681010/CVL0005 01865170_3525212 1660420","944.00","","3,848.28","13","1"
"384","S8534 2161","31/Jul/2025","31/07/2025","31/07/2025 02:28:13 PM","","ACH/YES BANK RETAIL ASSE/ICIC00000000 16681010/CVL0005 01865215_3525212 1660422","944.00","","2,904.28","13","1"
"385","S8534 1306","31/Jul/2025","31/07/2025","31/07/2025 02:28:14 PM","","ACH/YES BANK RETAIL ASSE/ICIC00000000 16681010/CVL0005 01865167_3525212 1660433","944.00","","1,960.28","13","1"
"386","S8534 1831","31/Jul/2025","31/07/2025","31/07/2025 02:28:14 PM","","ACH/YES BANK RETAIL ASSE/ICIC00000000 16681010/CVL0005 01865209_3525212 1660419","1,003.00","","957.28","13","1"
"387","S8534 2205","31/Jul/2025","31/07/2025","31/07/2025 02:28:14 PM","","ACH/YES BANK RETAIL ASSE/ICIC00000000 16681010/CVL0005 01865214_3525212 1660430","944.00","","13.28","14","1"
"388","S1454 3343","12/Aug/2025","12/08/2025","12/08/2025 01:32:25 PM","","NEFT- UTIBN62025081231 873920-VIJAY TRANSCAB INDIA P LTD-0038231- 912020023300770- UTIB0001182","","1,00,000. 00","1,00,013. 28","14","1"
"389","S1633 8758","12/Aug/2025","12/08/2025","12/08/2025 04:35:48 PM","","LVCHEXX48390- BOUNCECHGSAUG2 5GST","59.00","","99,954.28","14","1"
"390","S1634 0739","12/Aug/2025","12/08/2025","12/08/2025 04:35:51 PM","","LVCHEXX48393- BOUNCECHGSAUG2 5GST","59.00","","99,895.28","14","1"
"391","S1634 0900","12/Aug/2025","12/08/2025","12/08/2025 04:35:52 PM","","LVCHEXX48397- BOUNCECHGSAUG2 5GST","59.00","","99,836.28","14","1"
"392","S1634 1213","12/Aug/2025","12/08/2025","12/08/2025 04:35:56 PM","","LVCHEXX48400- BOUNCECHGSAUG2 5GST","59.00","","99,777.28","14","1"
"393","S1634 4119","12/Aug/2025","12/08/2025","12/08/2025 04:35:58 PM","","LVCHEXX48403- BOUNCECHGSAUG2 5GST","59.00","","99,718.28","14","1"
"394","S1654 3743","12/Aug/2025","12/08/2025","12/08/2025 04:47:02 PM","","LVCHEXX48386- BOUNCECHGSAUG2 5GST","59.00","","99,659.28","14","1"
"395","S1654 4243","12/Aug/2025","12/08/2025","12/08/2025 04:47:03 PM","","LVCHEXX48382- BOUNCECHGSAUG2 5GST","59.00","","99,600.28","14","1"
"396","S1654 3884","12/Aug/2025","12/08/2025","12/08/2025 04:47:06 PM","","LVCHEXX48380- BOUNCECHGSAUG2 5GST","59.00","","99,541.28","14","1"
"397","S1654 4757","12/Aug/2025","12/08/2025","12/08/2025 04:47:07 PM","","LVCHEXX48375- BOUNCECHGSAUG2 5GST","59.00","","99,482.28","14","1"
"398","S1654 4561","12/Aug/2025","12/08/2025","12/08/2025 04:47:10 PM","","LVCHEXX48372- BOUNCECHGSAUG2 5GST","59.00","","99,423.28","14","1"
"399","S1654 4050","12/Aug/2025","12/08/2025","12/08/2025 04:47:11 PM","","LVCHEXX48369- BOUNCECHGSAUG2 5GST","59.00","","99,364.28","14","1"
"400","S1654 5036","12/Aug/2025","12/08/2025","12/08/2025 04:47:14 PM","","LVCHEXX48367- BOUNCECHGSAUG2 5GST","59.00","","99,305.28","14","1"
"401","S1654 6192","12/Aug/2025","12/08/2025","12/08/2025 04:47:15 PM","","LVCHEXX48362- BOUNCECHGSAUG2 5GST","59.00","","99,246.28","14","1"
"402","S1654 5891","12/Aug/2025","12/08/2025","12/08/2025 04:47:17 PM","","LVCHEXX48361- BOUNCECHGSAUG2 5GST","59.00","","99,187.28","14","1"
"403","S1654 6752","12/Aug/2025","12/08/2025","12/08/2025 04:47:20 PM","","LVCHEXX48358- BOUNCECHGSAUG2 5GST","59.00","","99,128.28","14","1"
"404","S1654 7807","12/Aug/2025","12/08/2025","12/08/2025 04:47:24 PM","","LVCHEXX48357- BOUNCECHGSAUG2 5GST","59.00","","99,069.28","14","1"
"405","S1654 7021","12/Aug/2025","12/08/2025","12/08/2025 04:47:26 PM","","LVCHEXX48356- BOUNCECHGSAUG2 5GST","59.00","","99,010.28","14","1"
"406","S1654 7980","12/Aug/2025","12/08/2025","12/08/2025 04:47:27 PM","","LVCHEXX48354- BOUNCECHGSAUG2 5GST","59.00","","98,951.28","14","1"
"407","S1654 8344","12/Aug/2025","12/08/2025","12/08/2025 04:47:30 PM","","LVCHEXX48352- BOUNCECHGSAUG2 5GST","59.00","","98,892.28","14","1"
"408","S1654 9677","12/Aug/2025","12/08/2025","12/08/2025 04:47:31 PM","","LVCHEXX48351- BOUNCECHGSAUG2 5GST","59.00","","98,833.28","14","1"
"409","S3656 6889","14/Aug/2025","14/08/2025","14/08/2025 04:53:43 PM","","MMT/IMPS/5226162 66280/MADESHA/T RANSCABAX/UTIB0 001182","98,000.00","","833.28","14","1"
"410","S7292 2064","19/Aug/2025","19/08/2025","19/08/2025 04:01:46 PM","","ECSRTN1_08082500 00000016681010","590.00","","243.28","14","1"
"411","S7989 8379","20/Aug/2025","20/08/2025","20/08/2025 11:21:13 AM","","ECSRTN2_08082500 00000016681010","243.27","","0.01","14","1"
"412","S8298 3233","20/Aug/2025","20/08/2025","20/08/2025 04:17:15 PM","","ECSRTN3_08082500 00000016681010","0.01","","0.00","14","1"
"413","S1425 9127","03/Sep/2025","03/09/2025","03/09/2025 05:27:59 PM","","INF/INFT/041470948 141/JOVEE HUMAN SOL","","2,00,000. 00","2,00,000. 00","14","1"
"414","S1427 2227","03/Sep/2025","03/09/2025","03/09/2025 05:29:52 PM","","INF/INFT/041470967 361/VIJAYAKUMAR","2,00,000. 00","","0.00","14","1"
"415","S4037 7471","16/Sep/2025","16/09/2025","16/09/2025 03:19:28 PM","","RTGS- UTIBR62025091625 342973-VIJAY TRANSCAB INDIAP LTD- 912020023300770- UTIB0001182","","8,04,100. 00","8,04,100. 00","15","1"
"416","S4038 1643","16/Sep/2025","16/09/2025","16/09/2025 03:20:06 PM","","GIB/002050514902/ GST /25093300151367","8,04,000. 00","","100.00","15","1"
"417","S4042 2563","16/Sep/2025","16/09/2025","16/09/2025 03:25:38 PM","","LVCHEXX48356- BOUNCECHGSMAR 25GST","59.00","","41.00","15","1"
"418","S4042 2589","16/Sep/2025","16/09/2025","16/09/2025 03:25:39 PM","","LVCHEXX48351- BOUNCECHGSMAR 25GST","41.00","","0.00","15","1"
"419","S8361 1997","10/Oct/2025","10/10/2025","10/10/2025 05:37:52 PM","","NEFT- UTIBN62025101075 008255-VIJAY TRANSCAB INDIA P LTD-0038652- 912020023300770- UTIB0001182","","13,23,000 .00","13,23,000 .00","15","1"
"420","S8362 5438","10/Oct/2025","10/10/2025","10/10/2025 05:38:38 PM","","GIB/002051886810/ GST /25103300061939","13,22,081 .00","","919.00","15","1"
"421","S8362 8757","10/Oct/2025","10/10/2025","10/10/2025 05:38:55 PM","","ECSRTN1_08102500 00000016681010","590.00","","329.00","15","1"
"422","S8362 8839","10/Oct/2025","10/10/2025","10/10/2025 05:41:35 PM","","ECSRTN2_08102500 00000016681010","328.99","","0.01","15","1"
"423","S4968 6713","30/Oct/2025","30/10/2025","30/10/2025 05:39:23 PM","","NEFT- UTIBN62025103003 243704-VIJAY TRANSCAB INDIA P LTD-0038837- 912020023300770- UTIB0001182","","14,00,000 .00","14,00,000 .01","15","1"
"424","S4970 4452","30/Oct/2025","30/10/2025","30/10/2025 05:40:26 PM","","ECSRTN2_08102500 00000016681010","260.99","","13,99,739 .02","15","1"
"425","S4970 4525","30/Oct/2025","30/10/2025","30/10/2025 05:40:27 PM","","ECSRTN3_08102500 00000016681010","590.00","","13,99,149 .02","15","1"
"426","S4970 4615","30/Oct/2025","30/10/2025","30/10/2025 05:40:28 PM","","ECSRTN3_08092500 00000016681010","590.00","","13,98,559 .02","15","1"
"427","S4970 4688","30/Oct/2025","30/10/2025","30/10/2025 05:40:29 PM","","ECSRTN2_08092500 00000016681010","590.00","","13,97,969 .02","15","1"
"428","S4970 4760","30/Oct/2025","30/10/2025","30/10/2025 05:40:30 PM","","ECSRTN2_08082500 00000016681010","346.71","","13,97,622 .31","15","1"
"429","S4970 4831","30/Oct/2025","30/10/2025","30/10/2025 05:40:31 PM","","ECSRTN1_08092500 00000016681010","590.00","","13,97,032 .31","15","1"
"430","S4970 4910","30/Oct/2025","30/10/2025","30/10/2025 05:40:32 PM","","ECSRTN3_08082500 00000016681010","589.97","","13,96,442 .34","15","1"
"431","S4972 1035","30/Oct/2025","30/10/2025","30/10/2025 05:41:33 PM","","GIB/002052922666/ GST /25103300769143","13,00,000 .00","","96,442.34","15","1"
"432","S4983 3707","30/Oct/2025","30/10/2025","30/10/2025 05:53:28 PM","","BIL/ONL/001102330 226/ELECTRONIC","96,000.00","","442.34","15","1"
"433","S6299 0643","31/Oct/2025","31/10/2025","31/10/2025 06:37:48 PM","","NEFT- UTIBN62025103115 040544-VIJAY TRANSCAB INDIA P LTD-0038838- 912020023300770- UTIB0001182","","1,500.00","1,942.34","15","1"
"434","S6315 4092","31/Oct/2025","31/10/2025","31/10/2025 06:51:46 PM","","MMT/IMPS/5304855 31958/IMPS/VIJAYA KUMA/Axis Bank","","50,000.00","51,942.34","15","1"
"435","S6316 4657","31/Oct/2025","31/10/2025","31/10/2025 06:52:39 PM","","GIB/002052983979/ GST /25103300781485","41,158.00","","10,784.34","15","1"
"436","S2103 452","04/Nov/2025","04/11/2025","04/11/2025 03:40:29 PM","","LVCHEXX48380- BOUNCECHGSMAR 25","59.00","","10,725.34","15","1"
"437","S2302 641","04/Nov/2025","04/11/2025","04/11/2025 04:00:34 PM","","LVCHEXX48361- BOUNCECHGSMAR 25","59.00","","10,666.34","15","1"
"438","S2798 112","04/Nov/2025","04/11/2025","04/11/2025 04:37:55 PM","","LVCHEXX53132- BOUNCECHGSSEP2 5","59.00","","10,607.34","15","1"
"439","S3445 204","04/Nov/2025","04/11/2025","04/11/2025 05:23:00 PM","","LVCHEXX53133- BOUNCECHGSSEP2 5","59.00","","10,548.34","15","1"
"440","S1303 6335","05/Nov/2025","05/11/2025","05/11/2025 11:11:15 AM","","LVCHEXX65177- BOUNCECHGSAUG2 5","59.00","","10,489.34","15","1"
"441","S3601 9720","07/Nov/2025","07/11/2025","07/11/2025 11:36:31 AM","","LVCHEXX65178- BOUNCECHGSSEP2 5","59.00","","10,430.34","15","1"
"442","S3703 8682","07/Nov/2025","07/11/2025","07/11/2025 12:53:31 PM","","LVCHEXX53131- BOUNCECHGSAUG2 5","59.00","","10,371.34","15","1"
"443","S3742 8850","07/Nov/2025","07/11/2025","07/11/2025 01:28:44 PM","","LVCHEXX53129- BOUNCECHGSSEP2 5","59.00","","10,312.34","15","1"
"444","S3810 1492","07/Nov/2025","07/11/2025","07/11/2025 02:28:06 PM","","LVCHEXX53130- BOUNCECHGSSEP2 5","59.00","","10,253.34","16","1"
"445","S3936 2096","07/Nov/2025","07/11/2025","07/11/2025 04:05:37 PM","","LVCHEXX53131- BOUNCECHGSSEP2 5","59.00","","10,194.34","16","1"
"446","S6359 4045","10/Nov/2025","10/11/2025","10/11/2025 12:29:11 PM","","LVCHEXX53134- BOUNCECHGSSEP2 5","59.00","","10,135.34","16","1"
"447","S6391 0804","10/Nov/2025","10/11/2025","10/11/2025 12:57:25 PM","","LVCHEXX48357- BOUNCECHGSMAR 25","59.00","","10,076.34","16","1"
"448","S6427 0653","10/Nov/2025","10/11/2025","10/11/2025 01:26:59 PM","","LVCHEXX48354- BOUNCECHGSMAR 25","59.00","","10,017.34","16","1"
"449","S6446 6227","10/Nov/2025","10/11/2025","10/11/2025 01:42:54 PM","","ECSRTN1_08112500 00000016681010","590.00","","9,427.34","16","1"
"450","S6452 0832","10/Nov/2025","10/11/2025","10/11/2025 01:48:48 PM","","LVCHEXX48352- BOUNCECHGSMAR 25","59.00","","9,368.34","16","1"
"451","S6470 4059","10/Nov/2025","10/11/2025","10/11/2025 02:07:02 PM","","LVCHEXX48351- BOUNCECHGSMAR 25","18.00","","9,350.34","16","1"
"452","S6531 1311","10/Nov/2025","10/11/2025","10/11/2025 03:02:15 PM","","ECSRTN2_08112500 00000016681010","590.00","","8,760.34","16","1"
"453","S6533 7489","10/Nov/2025","10/11/2025","10/11/2025 03:04:03 PM","","ECSRTN3_08112500 00000016681010","590.00","","8,170.34","16","1"
"454","S6570 6626","10/Nov/2025","10/11/2025","10/11/2025 03:37:03 PM","","LVCHEXX48386- BOUNCECHGSMAR 25","59.00","","8,111.34","16","1"
"455","S6592 1506","10/Nov/2025","10/11/2025","10/11/2025 03:56:46 PM","","LVCHEXX48382- BOUNCECHGSMAR 25","59.00","","8,052.34","16","1"
"456","S6619 5146","10/Nov/2025","10/11/2025","10/11/2025 04:19:12 PM","","LVCHEXX48372- BOUNCECHGSMAR 25","59.00","","7,993.34","16","1"
"457","S6632 7810","10/Nov/2025","10/11/2025","10/11/2025 04:31:02 PM","","LVCHEXX48390- BOUNCECHGSMAR 25","59.00","","7,934.34","16","1"
"458","S6647 4246","10/Nov/2025","10/11/2025","10/11/2025 04:40:13 PM","","LVCHEXX48375- BOUNCECHGSMAR 25","59.00","","7,875.34","16","1"
"459","S6677 0705","10/Nov/2025","10/11/2025","10/11/2025 04:56:02 PM","","LVCHEXX48369- BOUNCECHGSMAR 25","59.00","","7,816.34","16","1"
"460","S6688 6780","10/Nov/2025","10/11/2025","10/11/2025 05:02:38 PM","","LVCHEXX48367- BOUNCECHGSMAR 25","59.00","","7,757.34","16","1"
"461","S6703 5575","10/Nov/2025","10/11/2025","10/11/2025 05:11:53 PM","","LVCHEXX48362- BOUNCECHGSMAR 25","59.00","","7,698.34","16","1"
"462","S6736 0987","10/Nov/2025","10/11/2025","10/11/2025 05:37:43 PM","","LVCHEXX48358- BOUNCECHGSMAR 25","59.00","","7,639.34","16","1"
"463","S6745 3011","10/Nov/2025","10/11/2025","10/11/2025 05:43:51 PM","","LVCHEXX65176- BOUNCECHGSSEP2 5","59.00","","7,580.34","16","1"
"464","S6751 5720","10/Nov/2025","10/11/2025","10/11/2025 05:49:36 PM","","LVCHEXX65177- BOUNCECHGSSEP2 5","59.00","","7,521.34","16","1"
"465","S6774 7249","10/Nov/2025","10/11/2025","10/11/2025 06:06:25 PM","","LVCHEXX48356- BOUNCECHGSSEP2 5","59.00","","7,462.34","16","1"
"466","S7353 1929","11/Nov/2025","11/11/2025","11/11/2025 10:48:50 AM","","LVCHEXX48357- BOUNCECHGSSEP2 5","59.00","","7,403.34","16","1"
"467","S7359 7771","11/Nov/2025","11/11/2025","11/11/2025 10:57:30 AM","","LVCHEXX48358- BOUNCECHGSSEP2 5","59.00","","7,344.34","16","1"
"468","S7367 3059","11/Nov/2025","11/11/2025","11/11/2025 11:06:07 AM","","LVCHEXX48361- BOUNCECHGSSEP2 5","59.00","","7,285.34","16","1"
"469","S7372 4572","11/Nov/2025","11/11/2025","11/11/2025 11:11:49 AM","","LVCHEXX48362- BOUNCECHGSSEP2 5","59.00","","7,226.34","16","1"
"470","S7377 4627","11/Nov/2025","11/11/2025","11/11/2025 11:17:49 AM","","LVCHEXX48367- BOUNCECHGSSEP2 5","59.00","","7,167.34","16","1"
"471","S7382 8109","11/Nov/2025","11/11/2025","11/11/2025 11:24:00 AM","","LVCHEXX48369- BOUNCECHGSSEP2 5","59.00","","7,108.34","16","1"
"472","S7392 4805","11/Nov/2025","11/11/2025","11/11/2025 11:34:38 AM","","LVCHEXX48372- BOUNCECHGSSEP2 5","59.00","","7,049.34","16","1"
"473","S7402 3798","11/Nov/2025","11/11/2025","11/11/2025 11:40:52 AM","","LVCHEXX48375- BOUNCECHGSSEP2 5","59.00","","6,990.34","16","1"
"474","S7436 7357","11/Nov/2025","11/11/2025","11/11/2025 12:13:22 PM","","LVCHEXX48380- BOUNCECHGSSEP2 5","59.00","","6,931.34","16","1"
"475","S7439 9140","11/Nov/2025","11/11/2025","11/11/2025 12:16:48 PM","","LVCHEXX48382- BOUNCECHGSSEP2 5","59.00","","6,872.34","17","1"
"476","S7443 3651","11/Nov/2025","11/11/2025","11/11/2025 12:20:42 PM","","LVCHEXX48386- BOUNCECHGSSEP2 5","59.00","","6,813.34","17","1"
