"Value Date","Post Date","Credit Amount","Debit Amount","Closing Balance","Description","Page Number","Minus"
"04/10/2024","04/10/2024","243000","","-158585227.32","NO BOOK DEPOSIT TRANSFER RTGS/SBIN/SBINR12024100452739 908/MANCHUKO/","91","1"
"04/10/2024","04/10/2024","84000","","-158501227.32","NO BOOK DEPOSIT TRANSFER NEFT/SBIN/SBIN324278104398 /MANCHUKONDA /","91","1"
"04/10/2024","04/10/2024","5000000","","-153501227.32","CREDIT TXN","91","1"
"04/10/2024","04/10/2024","","1200058.41","-154701285.73","WITHDRAWAL TRANSFER RTGS/UBIN/IDIBR52024100441426 051/GOEL FIL/. Txn Amt. 1200000.00 Charges. 58.41","91","1"
"04/10/2024","04/10/2024","","57555.61","-154758841.34","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24278234221 /HDFC BANK LI/ Txn Amt. 57550.00 Charges. 5.61","91","1"
"04/10/2024","04/10/2024","","57555.61","-154816396.95","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24278234224 /HDFC BANK LI/ Txn Amt. 57550.00 Charges. 5.61","91","1"
"04/10/2024","04/10/2024","","57555.61","-154873952.56","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24278234213 /HDFC BANK LI/ Txn Amt. 57550.00 Charges. 5.61","91","1"
"04/10/2024","04/10/2024","","57555.61","-154931508.17","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24278234215 /HDFC BANK LI/ Txn Amt. 57550.00 Charges. 5.61","91","1"
"04/10/2024","04/10/2024","","57555.61","-154989063.78","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24278234216 /HDFC BANK LI/ Txn Amt. 57550.00 Charges. 5.61","91","1"
"04/10/2024","04/10/2024","","63502.61","-155052566.39","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24278234195 /HDFC BANK LI/ Txn Amt. 63497.00 Charges. 5.61","92","1"
"04/10/2024","04/10/2024","","63502.61","-155116069","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24278234225 /HDFC BANK LI/ Txn Amt. 63497.00 Charges. 5.61","92","1"
"04/10/2024","04/10/2024","","63502.61","-155179571.61","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24278234240 /HDFC BANK LI/ Txn Amt. 63497.00 Charges. 5.61","92","1"
"04/10/2024","04/10/2024","","63502.61","-155243074.22","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24278234226 /HDFC BANK LI/ Txn Amt. 63497.00 Charges. 5.61","92","1"
"04/10/2024","04/10/2024","","63502.61","-155306576.83","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24278234241 /HDFC BANK LI/ Txn Amt. 63497.00 Charges. 5.61","92","1"
"04/10/2024","04/10/2024","","63502.61","-155370079.44","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24278234242 /HDFC BANK LI/ Txn Amt. 63497.00 Charges. 5.61","92","1"
"04/10/2024","04/10/2024","","79268.61","-155449348.05","WITHDRAWAL TRANSFER NEFT/UTIB/IDIBH24278234760 /GOEL CARGO P/ Txn Amt. 79263.00 Charges. 5.61","92","1"
"04/10/2024","04/10/2024","","11214.61","-155460562.66","WITHDRAWAL TRANSFER NEFT/UTIB/IDIBH24278234772 /GOEL CARGO P/ Txn Amt. 11209.00 Charges. 5.61","92","1"
"04/10/2024","04/10/2024","","79268.61","-155539831.27","WITHDRAWAL TRANSFER NEFT/UTIB/IDIBH24278234747 /GOEL CARGO P/ Txn Amt. 79263.00 Charges. 5.61","92","1"
"04/10/2024","04/10/2024","","79268.61","-155619099.88","WITHDRAWAL TRANSFER NEFT/UTIB/IDIBH24278234748 /GOEL CARGO P/ Txn Amt. 79263.00 Charges. 5.61","92","1"
"04/10/2024","04/10/2024","","79268.61","-155698368.49","WITHDRAWAL TRANSFER NEFT/UTIB/IDIBH24278234749 /GOEL CARGO P/ Txn Amt. 79263.00 Charges. 5.61","93","1"
"04/10/2024","04/10/2024","","79268.61","-155777637.1","WITHDRAWAL TRANSFER NEFT/UTIB/IDIBH24278234750 /GOEL CARGO P/ Txn Amt. 79263.00 Charges. 5.61","93","1"
"04/10/2024","04/10/2024","","79268.61","-155856905.71","WITHDRAWAL TRANSFER NEFT/UTIB/IDIBH24278234781 /GOEL CARGO P/ Txn Amt. 79263.00 Charges. 5.61","93","1"
"04/10/2024","04/10/2024","","79268.61","-155936174.32","WITHDRAWAL TRANSFER NEFT/UTIB/IDIBH24278234778 /GOEL CARGO P/ Txn Amt. 79263.00 Charges. 5.61","93","1"
"04/10/2024","04/10/2024","","79268.61","-156015442.93","WITHDRAWAL TRANSFER NEFT/UTIB/IDIBH24278234782 /GOEL CARGO P/ Txn Amt. 79263.00 Charges. 5.61","93","1"
"04/10/2024","04/10/2024","","79268.61","-156094711.54","WITHDRAWAL TRANSFER NEFT/UTIB/IDIBH24278234779 /GOEL CARGO P/ Txn Amt. 79263.00 Charges. 5.61","93","1"
"04/10/2024","04/10/2024","","11214.61","-156105926.15","WITHDRAWAL TRANSFER NEFT/UTIB/IDIBH24278234802 /GOEL CARGO P/ Txn Amt. 11209.00 Charges. 5.61","93","1"
"04/10/2024","04/10/2024","","11214.61","-156117140.76","WITHDRAWAL TRANSFER NEFT/UTIB/IDIBH24278234786 /GOEL CARGO P/ Txn Amt. 11209.00 Charges. 5.61","93","1"
"04/10/2024","04/10/2024","","11214.61","-156128355.37","WITHDRAWAL TRANSFER NEFT/UTIB/IDIBH24278234753 /GOEL CARGO P/ Txn Amt. 11209.00 Charges. 5.61","93","1"
"04/10/2024","04/10/2024","","11214.61","-156139569.98","WITHDRAWAL TRANSFER NEFT/UTIB/IDIBH24278234789 /GOEL CARGO P/ Txn Amt. 11209.00 Charges. 5.61","93","1"
"04/10/2024","04/10/2024","","11214.61","-156150784.59","WITHDRAWAL TRANSFER NEFT/UTIB/IDIBH24278234806 /GOEL CARGO P/ Txn Amt. 11209.00 Charges. 5.61","94","1"
"04/10/2024","04/10/2024","","11214.61","-156161999.2","WITHDRAWAL TRANSFER NEFT/UTIB/IDIBH24278234790 /GOEL CARGO P/ Txn Amt. 11209.00 Charges. 5.61","94","1"
"04/10/2024","04/10/2024","","11214.61","-156173213.81","WITHDRAWAL TRANSFER NEFT/UTIB/IDIBH24278234791 /GOEL CARGO P/ Txn Amt. 11209.00 Charges. 5.61","94","1"
"04/10/2024","04/10/2024","","11214.61","-156184428.42","WITHDRAWAL TRANSFER NEFT/UTIB/IDIBH24278234808 /GOEL CARGO P/ Txn Amt. 11209.00 Charges. 5.61","94","1"
"04/10/2024","04/10/2024","","11214.61","-156195643.03","WITHDRAWAL TRANSFER NEFT/UTIB/IDIBH24278234758 /GOEL CARGO P/ Txn Amt. 11209.00 Charges. 5.61","94","1"
"04/10/2024","04/10/2024","","79268.61","-156274911.64","WITHDRAWAL TRANSFER NEFT/UTIB/IDIBH24278234812 /GOEL CARGO P/ Txn Amt. 79263.00 Charges. 5.61","94","1"
"04/10/2024","04/10/2024","","76327.61","-156351239.25","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24278235397 /GOEL CARGO P/ Txn Amt. 76322.00 Charges. 5.61","94","1"
"04/10/2024","04/10/2024","","76327.61","-156427566.86","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24278235379 /GOEL CARGO P/ Txn Amt. 76322.00 Charges. 5.61","94","1"
"04/10/2024","04/10/2024","","76327.61","-156503894.47","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24278235432 /GOEL CARGO P/ Txn Amt. 76322.00 Charges. 5.61","94","1"
"04/10/2024","04/10/2024","","76327.61","-156580222.08","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24278235443 /GOEL CARGO P/ Txn Amt. 76322.00 Charges. 5.61","94","1"
"04/10/2024","04/10/2024","","76327.61","-156656549.69","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24278235463 /GOEL CARGO P/ Txn Amt. 76322.00 Charges. 5.61","95","1"
"04/10/2024","04/10/2024","","8036.66","-156664586.35","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24278235454 /GOEL CARGO P/ Txn Amt. 8034.00 Charges. 2.66","95","1"
"04/10/2024","04/10/2024","","8036.66","-156672623.01","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24278235455 /GOEL CARGO P/ Txn Amt. 8034.00 Charges. 2.66","95","1"
"04/10/2024","04/10/2024","","8036.66","-156680659.67","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24278235457 /GOEL CARGO P/ Txn Amt. 8034.00 Charges. 2.66","95","1"
"04/10/2024","04/10/2024","","8036.66","-156688696.33","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24278235471 /GOEL CARGO P/ Txn Amt. 8034.00 Charges. 2.66","95","1"
"04/10/2024","04/10/2024","","8036.66","-156696732.99","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24278235472 /GOEL CARGO P/ Txn Amt. 8034.00 Charges. 2.66","95","1"
"04/10/2024","04/10/2024","","8036.66","-156704769.65","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24278235500 /GOEL CARGO P/ Txn Amt. 8034.00 Charges. 2.66","95","1"
"04/10/2024","04/10/2024","","76327.61","-156781097.26","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24278235474 /GOEL CARGO P/ Txn Amt. 76322.00 Charges. 5.61","95","1"
"04/10/2024","04/10/2024","","82795.61","-156863892.87","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24278235502 /GOEL CARGO P/ Txn Amt. 82790.00 Charges. 5.61","95","1"
"04/10/2024","04/10/2024","","7157.66","-156871050.53","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24278235490 /GOEL CARGO P/ Txn Amt. 7155.00 Charges. 2.66","95","1"
"04/10/2024","04/10/2024","","82795.61","-156953846.14","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24278235524 /GOEL CARGO P/ Txn Amt. 82790.00 Charges. 5.61","96","1"
"04/10/2024","04/10/2024","","82795.61","-157036641.75","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24278235514 /GOEL CARGO P/ Txn Amt. 82790.00 Charges. 5.61","96","1"
"04/10/2024","04/10/2024","","82795.61","-157119437.36","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24278235515 /GOEL CARGO P/ Txn Amt. 82790.00 Charges. 5.61","96","1"
"04/10/2024","04/10/2024","","82795.61","-157202232.97","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24278235516 /GOEL CARGO P/ Txn Amt. 82790.00 Charges. 5.61","96","1"
"04/10/2024","04/10/2024","","82795.61","-157285028.58","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24278235517 /GOEL CARGO P/ Txn Amt. 82790.00 Charges. 5.61","96","1"
"04/10/2024","04/10/2024","","82795.61","-157367824.19","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24278235526 /GOEL CARGO P/ Txn Amt. 82790.00 Charges. 5.61","96","1"
"04/10/2024","04/10/2024","","82795.61","-157450619.8","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24278235491 /GOEL CARGO P/ Txn Amt. 82790.00 Charges. 5.61","96","1"
"04/10/2024","04/10/2024","","82795.61","-157533415.41","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24278235518 /GOEL CARGO P/ Txn Amt. 82790.00 Charges. 5.61","96","1"
"04/10/2024","04/10/2024","","7157.66","-157540573.07","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24278235492 /GOEL CARGO P/ Txn Amt. 7155.00 Charges. 2.66","96","1"
"04/10/2024","04/10/2024","","7157.66","-157547730.73","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24278235493 /GOEL CARGO P/ Txn Amt. 7155.00 Charges. 2.66","96","1"
"04/10/2024","04/10/2024","","7157.66","-157554888.39","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24278235519 /GOEL CARGO P/ Txn Amt. 7155.00 Charges. 2.66","97","1"
"04/10/2024","04/10/2024","","7157.66","-157562046.05","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24278235540 /GOEL CARGO P/ Txn Amt. 7155.00 Charges. 2.66","97","1"
"04/10/2024","04/10/2024","","7157.66","-157569203.71","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24278235528 /GOEL CARGO P/ Txn Amt. 7155.00 Charges. 2.66","97","1"
"04/10/2024","04/10/2024","","7157.66","-157576361.37","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24278235542 /GOEL CARGO P/ Txn Amt. 7155.00 Charges. 2.66","97","1"
"04/10/2024","04/10/2024","","7157.66","-157583519.03","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24278235543 /GOEL CARGO P/ Txn Amt. 7155.00 Charges. 2.66","97","1"
"04/10/2024","04/10/2024","","7157.66","-157590676.69","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24278235495 /GOEL CARGO P/ Txn Amt. 7155.00 Charges. 2.66","97","1"
"04/10/2024","04/10/2024","","7157.66","-157597834.35","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24278235496 /GOEL CARGO P/ Txn Amt. 7155.00 Charges. 2.66","97","1"
"04/10/2024","04/10/2024","","82795.61","-157680629.96","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24278235530 /GOEL CARGO P/ Txn Amt. 82790.00 Charges. 5.61","97","1"
"04/10/2024","04/10/2024","25000","","-157655629.96","NO BOOK DEPOSIT TRANSFER NEFT/UBIN/010664083338 /RAJ COAL AND/","97","1"
"04/10/2024","04/10/2024","22429","","-157633200.96","NO BOOK DEPOSIT TRANSFER NEFT/ICIC/CMS4548867055 /FINANCIAL SU/","97","1"
"04/10/2024","04/10/2024","2273432.44","","-155359768.52","NO BOOK DEPOSIT TRANSFER NEFT/ICIC/CMS4548867069 /FINANCIAL SU/","97","1"
"04/10/2024","04/10/2024","2232731.32","","-153127037.2","NO BOOK DEPOSIT TRANSFER NEFT/ICIC/CMS4548867068 /FINANCIAL SU/","97","1"
"04/10/2024","04/10/2024","1994156","","-151132881.2","NO BOOK DEPOSIT TRANSFER NEFT/ICIC/CMS4548867067 /FINANCIAL SU/","98","1"
"04/10/2024","04/10/2024","1515782.5","","-149617098.7","NO BOOK DEPOSIT TRANSFER NEFT/ICIC/CMS4548867066 /FINANCIAL SU/","98","1"
"04/10/2024","04/10/2024","1511404.86","","-148105693.84","NO BOOK DEPOSIT TRANSFER NEFT/ICIC/CMS4548867065 /FINANCIAL SU/","98","1"
"04/10/2024","04/10/2024","29603.31","","-148076090.53","NO BOOK DEPOSIT TRANSFER NEFT/ICIC/CMS4548867056 /FINANCIAL SU/","98","1"
"04/10/2024","04/10/2024","176274.1","","-147899816.43","NO BOOK DEPOSIT TRANSFER NEFT/ICIC/CMS4548867059 /FINANCIAL SU/","98","1"
"04/10/2024","04/10/2024","81413.22","","-147818403.21","NO BOOK DEPOSIT TRANSFER NEFT/ICIC/CMS4548867058 /FINANCIAL SU/","98","1"
"04/10/2024","04/10/2024","31571.85","","-147786831.36","NO BOOK DEPOSIT TRANSFER NEFT/ICIC/CMS4548867057 /FINANCIAL SU/","98","1"
"04/10/2024","04/10/2024","968471","","-146818360.36","NO BOOK DEPOSIT TRANSFER NEFT/ICIC/CMS4548867064 /FINANCIAL SU/","98","1"
"04/10/2024","04/10/2024","835694.02","","-145982666.34","NO BOOK DEPOSIT TRANSFER NEFT/ICIC/CMS4548867063 /FINANCIAL SU/","98","1"
"04/10/2024","04/10/2024","637755.12","","-145344911.22","NO BOOK DEPOSIT TRANSFER NEFT/ICIC/CMS4548867062 /FINANCIAL SU/","98","1"
"04/10/2024","04/10/2024","430405.39","","-144914505.83","NO BOOK DEPOSIT TRANSFER NEFT/ICIC/CMS4548867061 /FINANCIAL SU/","98","1"
"04/10/2024","04/10/2024","257345.39","","-144657160.44","NO BOOK DEPOSIT TRANSFER NEFT/ICIC/CMS4548867060 /FINANCIAL SU/","98","1"
"04/10/2024","04/10/2024","","706461.21","-145363621.65","WITHDRAWAL TRANSFER NEFT/SCBL/IDIBH24278235882 /IFFCO TOKIO / Txn Amt. 706432.00 Charges. 29.21","98","1"
"04/10/2024","04/10/2024","","35326","-145398947.65","WITHDRAWAL TRANSFER NEFT/ICIC/IDIBH24278236418 /SHIV DAYAL S/ Txn Amt. 35320.39 Charges. 5.61","98","1"
"04/10/2024","04/10/2024","","30801","-145429748.65","WITHDRAWAL TRANSFER NEFT/PUNB/IDIBH24278236540 /CHANDRABHAN / Txn Amt. 30795.39 Charges. 5.61","98","1"
"04/10/2024","04/10/2024","","25527","-145455275.65","WITHDRAWAL TRANSFER NEFT/PUNB/IDIBH24278236529 /SANTOSH KUMA/ Txn Amt. 25521.39 Charges. 5.61","99","1"
"04/10/2024","04/10/2024","","19176","-145474451.65","WITHDRAWAL TRANSFER NEFT/PUNB/IDIBH24278236560 /MAHESH SAHU / Txn Amt. 19170.39 Charges. 5.61","99","1"
"04/10/2024","04/10/2024","","36949","-145511400.65","WITHDRAWAL TRANSFER NEFT/UBIN/IDIBH24278236562 /KANHIYA LAL / Txn Amt. 36943.39 Charges. 5.61","99","1"
"04/10/2024","04/10/2024","","18519","-145529919.65","WITHDRAWAL TRANSFER NEFT/UTIB/IDIBH24278236545 /BRAJESH SAHU/ Txn Amt. 18513.39 Charges. 5.61","99","1"
"04/10/2024","04/10/2024","","26529","-145556448.65","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBH24278236564 /RAMMANI SAHU/ Txn Amt. 26523.39 Charges. 5.61","99","1"
"04/10/2024","04/10/2024","","21055","-145577503.65","WITHDRAWAL TRANSFER NEFT/UBIN/IDIBH24278236546 /UMESH SINGH / Txn Amt. 21049.39 Charges. 5.61","99","1"
"04/10/2024","04/10/2024","","20085","-145597588.65","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24278236475 /SIDDHGOPAL S/ Txn Amt. 20079.39 Charges. 5.61","99","1"
"04/10/2024","04/10/2024","","11200","-145608788.65","WITHDRAWAL TRANSFER NEFT/UTIB/IDIBH24278236568 /JAGYALAL SAH/ Txn Amt. 11194.39 Charges. 5.61","99","1"
"04/10/2024","04/10/2024","","22999.61","-145631788.26","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24278238068 /SURENDRA YA/ Txn Amt. 22994.00 Charges. 5.61","99","1"
"04/10/2024","04/10/2024","","16999.61","-145648787.87","WITHDRAWAL TRANSFER NEFT/KKBK/IDIBH24278238005 /MAHAVEER SIN/ Txn Amt. 16994.00 Charges. 5.61","99","1"
"04/10/2024","04/10/2024","","14099.61","-145662887.48","WITHDRAWAL TRANSFER NEFT/CBIN/IDIBH24278238006 /MAHENDRA KUM/ Txn Amt. 14094.00 Charges. 5.61","100","1"
"04/10/2024","04/10/2024","","14999.61","-145677887.09","WITHDRAWAL TRANSFER NEFT/ICIC/IDIBH24278238007 /RAMLAKHAN PA/ Txn Amt. 14994.00 Charges. 5.61","100","1"
"04/10/2024","04/10/2024","","6850.66","-145684737.75","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBH24278238008 /NEERAJ JAIN / Txn Amt. 6848.00 Charges. 2.66","100","1"
"04/10/2024","04/10/2024","","7000.66","-145691738.41","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBH24278238100 /AYYUB KHAN / Txn Amt. 6998.00 Charges. 2.66","100","1"
"04/10/2024","04/10/2024","","22499.61","-145714238.02","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24278238071 /ASHOK KUMAR / Txn Amt. 22494.00 Charges. 5.61","100","1"
"04/10/2024","04/10/2024","","11994","-145726232.02","WITHDRAWAL TRANSFER / FREIGHT PAYMENT-P002 / PINTU","100","1"
"04/10/2024","04/10/2024","","16994","-145743226.02","WITHDRAWAL TRANSFER / FREIGHT PAYMENT-P001 / MAA SARDA ROAD LINES","100","1"
"05/10/2024","05/10/2024","10558","","-145732668.02","NO BOOK DEPOSIT TRANSFER NEFT/ICIC/CMS4549344405 /ICICI BANK L/","100","1"
"05/10/2024","05/10/2024","","300029","-146032697.02","WITHDRAWAL TRANSFER RTGS/ICIC/IDIBR520241005414353 21/ETC POOL/RTGS Txn Amt. 300000.00 Charges. 29.00","100","1"
"05/10/2024","05/10/2024","","1500058","-147532755.02","WITHDRAWAL TRANSFER RTGS/HDFC/IDIBR52024100541436 248/INDIAN O/RTGS Txn Amt. 1500000.00 Charges. 58.00","100","1"
"05/10/2024","05/10/2024","","1000058","-148532813.02","WITHDRAWAL TRANSFER RTGS/HSBC/IDIBR52024100541436 274/CHEM FIN/RTGS Txn Amt. 1000000.00 Charges. 58.00","100","1"
"05/10/2024","05/10/2024","3000000","","-145532813.02","NO BOOK DEPOSIT TRANSFER RTGS/UBIN/UBINR2202410050159 0727/SARDAR R/","101","1"
"05/10/2024","05/10/2024","27440","","-145505373.02","NO BOOK DEPOSIT TRANSFER NEFT/ICIC/ICIB242790033579 /DHRUV MINERA/","101","1"
"05/10/2024","05/10/2024","27440","","-145477933.02","NO BOOK DEPOSIT TRANSFER NEFT/ICIC/ICIB242790031759 /DHRUV MINERA/","101","1"
"05/10/2024","05/10/2024","","27000","-145504933.02","WITHDRAWAL TRANSFER NEFT/PUNB/IDIBH24279488372 /SUNEET SINGH/ Txn Amt. 26994.39 Charges. 5.61","101","1"
"05/10/2024","05/10/2024","","18000","-145522933.02","WITHDRAWAL TRANSFER NEFT/ICIC/IDIBH24279488344 /BHISHAM MADA/ Txn Amt. 17994.39 Charges. 5.61","101","1"
"05/10/2024","05/10/2024","","5000","-145527933.02","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBH24279488377 /JAI SINGH / Txn Amt. 4997.34 Charges. 2.66","101","1"
"05/10/2024","05/10/2024","","18508","-145546441.02","WITHDRAWAL TRANSFER NEFT/PUNB/IDIBH24279488342 /SESHMANI SAH/ Txn Amt. 18502.39 Charges. 5.61","101","1"
"05/10/2024","05/10/2024","","14049","-145560490.02","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBH24279488346 /KESHAV PRASA/ Txn Amt. 14043.39 Charges. 5.61","101","1"
"05/10/2024","05/10/2024","","12733","-145573223.02","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBH24279488423 /AHIWARAN SAH/ Txn Amt. 12727.39 Charges. 5.61","101","1"
"05/10/2024","05/10/2024","","31263","-145604486.02","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBH24279488424 /BABAN SAHU / Txn Amt. 31257.39 Charges. 5.61","101","1"
"05/10/2024","05/10/2024","","103457","-145707943.02","WITHDRAWAL TRANSFER NEFT/UBIN/IDIBH24279488394 /Translink Lo/ Txn Amt. 103439.59 Charges. 17.41","101","1"
"05/10/2024","05/10/2024","","5100","-145713043.02","WITHDRAWAL TRANSFER / FREIGHT-P001 / GAUREE","102","1"
"05/10/2024","05/10/2024","","11044","-145724087.02","WITHDRAWAL TRANSFER / FREIGHT PAYMENT-P001 / RAMKISUN .","102","1"
"05/10/2024","05/10/2024","","17999.61","-145742086.63","WITHDRAWAL TRANSFER NEFT/INDB/IDIBH24279490030 /SHIV VIR SIN/ Txn Amt. 17994.00 Charges. 5.61","102","1"
"05/10/2024","05/10/2024","","10199.61","-145752286.24","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBH24279490034 /RAMBALI / Txn Amt. 10194.00 Charges. 5.61","102","1"
"05/10/2024","05/10/2024","","17214.61","-145769500.85","WITHDRAWAL TRANSFER NEFT/ICIC/IDIBH24279490061 /TARACHAND VI/ Txn Amt. 17209.00 Charges. 5.61","102","1"
"05/10/2024","05/10/2024","","17179.61","-145786680.46","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBH24279490009 /RAMLAKHAN SI/ Txn Amt. 17174.00 Charges. 5.61","102","1"
"05/10/2024","05/10/2024","","3780.66","-145790461.12","WITHDRAWAL TRANSFER NEFT/ICIC/IDIBH24279490064 /RAMLAKHAN PA/ Txn Amt. 3778.00 Charges. 2.66","102","1"
"05/10/2024","05/10/2024","","21999.61","-145812460.73","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24279490082 /VIPUL YADAV / Txn Amt. 21994.00 Charges. 5.61","102","1"
"05/10/2024","05/10/2024","","270167.21","-146082627.94","WITHDRAWAL TRANSFER NEFT/UBIN/IDIBH24279490010 /TRANSLINK LO/ Txn Amt. 270138.00 Charges. 29.21","102","1"
"05/10/2024","05/10/2024","","3317.66","-146085945.6","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24279490012 /MATUKDHARI Y/ Txn Amt. 3315.00 Charges. 2.66","102","1"
"05/10/2024","05/10/2024","","500029.21","-146585974.81","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24279497082 /Kalra Enterp/ Txn Amt. 500000.00 Charges. 29.21","102","1"
"05/10/2024","05/10/2024","1511404.86","","-145074569.95","NO BOOK DEPOSIT TRANSFER NEFT/ICIC/CMS4557643809 /FINANCIAL SU/","103","1"
"05/10/2024","05/10/2024","7668677.48","","-137405892.47","NO BOOK DEPOSIT TRANSFER NEFT/ICIC/CMS4557643812 /FINANCIAL SU/","103","1"
"05/10/2024","05/10/2024","579558.85","","-136826333.62","NO BOOK DEPOSIT TRANSFER NEFT/ICIC/CMS4557643803 /FINANCIAL SU/","103","1"
"05/10/2024","05/10/2024","797037.22","","-136029296.4","NO BOOK DEPOSIT TRANSFER NEFT/ICIC/CMS4557643806 /FINANCIAL SU/","103","1"
"05/10/2024","05/10/2024","25000","","-136004296.4","NO BOOK DEPOSIT TRANSFER NEFT/UBIN/010664433231 /RAJ COAL AND/","103","1"
"07/10/2024","07/10/2024","257143","","-135747153.4","NO BOOK DEPOSIT TRANSFER NEFT/UTIB/AXOIC28153757800 /ATUL KURARIY/","103","1"
"07/10/2024","07/10/2024","","5000000","-140747153.4","DEBIT TRANS","103","1"
"07/10/2024","07/10/2024","","6590","-140753743.4","DEBIT TRANS","103","1"
"07/10/2024","07/10/2024","","4500","-140758243.4","DEBIT TRANS","103","1"
"07/10/2024","07/10/2024","","10000","-140768243.4","DEBIT TRANS 50056342120 OWN LINK 30026511184 00993390058571","103","1"
"07/10/2024","07/10/2024","138274.75","","-140629968.65","NO BOOK DEPOSIT TRANSFER NEFT/HDFC/N281243314639167 /ULTRATECH CE/","103","1"
"07/10/2024","07/10/2024","5000000","","-135629968.65","CREDIT TXN","103","1"
"07/10/2024","07/10/2024","","11550","-135641518.65","WITHDRAWAL TRANSFER NEFT/KKBK/IDIBH24281383711 /MAHAVIR SING/FREIGHT Txn Amt. 11544.00 Charges. 6.00","103","1"
"07/10/2024","07/10/2024","","14680","-135656198.65","WITHDRAWAL TRANSFER NEFT/CBIN/IDIBH24281383712 /RAJENDRA TIW/FREIGHT Txn Amt. 14674.00 Charges. 6.00","103","1"
"07/10/2024","07/10/2024","","4890","-135661088.65","WITHDRAWAL TRANSFER NEFT/UBIN/IDIBH24281383713 /AWDHESH YADA/FREIGHT Txn Amt. 4888.00 Charges. 2.00","103","1"
"07/10/2024","07/10/2024","","36300","-135697388.65","WITHDRAWAL TRANSFER NEFT/UCBA/IDIBH24281383714 /AFSAR KHAN /FREIGHT Txn Amt. 36294.00 Charges. 6.00","103","1"
"07/10/2024","07/10/2024","","20000","-135717388.65","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBH24281383715 /PATRAM KUSHW/FREIGHT Txn Amt. 19994.00 Charges. 6.00","104","1"
"07/10/2024","07/10/2024","","7450","-135724838.65","WITHDRAWAL TRANSFER NEFT/CNRB/IDIBH24281383717 /KARAN SINGH /FREIGHT Txn Amt. 7448.00 Charges. 2.00","104","1"
