"Value Date","Post Date","Credit Amount","Debit Amount","Closing Balance","Description","Page Number","Minus"
"30/04/2026","30/04/2026","","7500058","-152284558.29","WITHDRAWAL TRANSFER RTGS/PUNB/IDIBR52026043001940 654/JAGDAMBA/RTGS Txn Amt. 7500000.00 Charges. 58.00","34","1"
"30/04/2026","30/04/2026","","7000058","-159284616.29","CAS REMITTANCE THROUGH CHEQUE RTGS/IDFB/IDIBR52026043001940 887/divya tr/RTGS Txn Amt. 7000000.00 Charges. 58.00","34","1"
"30/04/2026","30/04/2026","","230787.91","-159515404.2","WITHDRAWAL TRANSFER RTGS/SBIN/IDIBR52026043001943 874/SHIV FIL/ONLINE B Txn Amt. 230759.00 Charges. 28.91","34","1"
"30/04/2026","30/04/2026","3000000","","-156515404.2","NO BOOK DEPOSIT TRANSFER Transfer 50056GOEL CARGO PVT trf KALYANI MINERALS LLP","35","1"
"30/04/2026","30/04/2026","","2500000","-159015404.2","C.A.S. CASH CHEQUE Paid to SELF Branch-UMARI (M.P.)","35","1"
"30/04/2026","30/04/2026","","50000","-159065404.2","DEBIT TRANS TDS FOR CASH WITHDRAWAL","35","1"
"30/04/2026","30/04/2026","2500000","","-156565404.2","NO BOOK DEPOSIT TRANSFER Transfer 50056GOEL CARGO PVT trf KALYANI MINERALS LLP","35","1"
"30/04/2026","30/04/2026","","11215.61","-156576619.81","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P011 / NEFT/UTIB/IDIBN520260430400308 07/NISHKA I/ Txn Amt. 11210.00 Charges. 5.61","35","1"
"30/04/2026","30/04/2026","1277891","","-155298728.81","NO BOOK DEPOSIT TRANSFER RTGS/UTIB/UTIBR72026043000034 261/RCCPL PR/","35","1"
"30/04/2026","30/04/2026","","1214207","-156512935.81","DR INT TRANSACTION","35","1"
